


Lender Transaction-Level Detail Report -- Institution
Reporting Period	September 2022

Institution	Sample Data
Symbol	XXX

Institution Name	Institution Symbol	Institution State	Library Type	Requests Received	Requests From WorldCat	Requests Canceled	Requests Filled	Requests Filled (Loan)	Requests Filled (Copy)	Requests Unfilled	Electronic Link	Average Turnaround Time For Filled Requests (dd:hh:mm)	Average Turnaround Time For Loan Filled Requests (dd:hh:mm)	Average Turnaround Time For Copy Filled Requests (dd:hh:mm)
KOC UNIV LIBR	T9K	EU	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LAFAYETTE COL	LAF	PA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LAKE CNTY PUB LIBR	ILC	IN	Public	7	7	0	0	0	0	7	0	0:00:00	0:00:00	0:00:00
LAKE TRAVIS COMMUN LIBR	KVIJL	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LAKE VILLA DIST LIBR	JAS	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LAS VEGAS CLARK CNTY LIBR DIST	NVC	NV	Public	6	6	0	1	1	0	5	0	0:00:00	0:00:00	0:00:00
LAUREL RIDGE COM COLL LRC	PZO	VA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LAWRENCE PUB LIBR	KSA	KS	Public	3	3	0	2	2	0	1	0	0:00:00	0:00:00	0:00:00
LEE CNTY LIBR SYST	FFL	FL	Public	2	2	0	2	2	0	0	0	2:00:00	2:00:00	0:00:00
LEMONT PUB LIBR DIST	XK4	IL	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
LEROY COLLINS LEON CNTY PUB LIBR	FTL	FL	Public	5	5	0	2	2	0	3	0	0:12:00	0:12:00	0:00:00
LEWIS & CLARK COL	OLP	OR	Academic	4	4	0	1	1	0	3	0	0:00:00	0:00:00	0:00:00
LEWIS & CLARK LIBR	LQN	MT	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
LEWISTON CITY LIBR	IDLEW	ID	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LEXINGTON PUB LIBR	KYL	KY	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LIBERTY LAKE MUNICIPAL LIB	LIBLM	WA	Public	4	4	0	2	2	0	2	0	2:00:00	2:00:00	0:00:00
LIBERTY UNIV	VLB	VA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LIBRARIES IN CLACKAMAS CNTY	LIQ	OR	Public	20	20	0	9	9	0	11	0	1:10:34	1:10:34	0:00:00
LICKING CNTY LIBR	ONW	OH	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
LINCOLN CITY LIBRS	NLN	NE	Public	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
LINCOLN CNTY LIBR DIST	LCS	OR	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
LINCOLN LIBR	ILM	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LINFIELD UNIV MCMINNVILLE CAM LIBR	OLC	OR	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LISLE LIBR DIST	BNO	IL	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
LONGMONT PUB LIBR	CNL	CO	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
LOPEZ ISLAND LIBR	Z67	WA	Public	5	5	0	4	4	0	1	0	0:18:00	0:18:00	0:00:00
LOUDONVILLE PUB LIBR	L7V	OH	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
LOUISVILLE FREE PUB LIBR	KLP	KY	Public	2	2	0	1	1	0	1	0	2:00:00	2:00:00	0:00:00
LYNCHBURG PUB LIBR	VCQ	VA	Public	1	1	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
MAINE STATE LIBRARY	MEA	ME	State Library	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
MANATEE CNTY PUB LIBR SYST	FMA	FL	Public	3	3	0	2	2	0	1	0	0:12:00	0:12:00	0:00:00
MARICOPA COMMUN COL DIST	PMD	AZ	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MARION CNTY LIBR SUBDISTRICT #1	WZ9	MO	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
MARSHALL PUB LIBR	Q6J	ID	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
MARTIN LIBR YORK CNTY LIBRS	PYM	PA	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
MARYMOUNT UNIV	MMV	VA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MCCALL PUB LIBR	V#L	ID	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MCGILL UNIV	LGG	QC	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
MCKINNEY PUB LIBR	M$K	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MCMINNVILLE PUB LIBR	OOR	OR	Public	1	1	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
MERIDIAN LIBR DIST	ZPJ	ID	Public	5	5	0	3	3	0	2	0	1:16:05	1:16:05	0:00:00
MESA PUB LIBR	MSA	AZ	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
MESSENGER PUB LIBR OF N AURORA	TYV	IL	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
MIAMI UNIV	MIA	OH	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
MID-CONTINENT PUB LIBR	CMI	MO	Public	28	28	0	14	14	0	14	0	0:13:41	0:13:41	0:00:00
MIDDLE TENNESSEE STATE UNIV	TXM	TN	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
MINOT STATE UNIV, GORDON B OLSON LIBR	NMI	ND	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MISSOULA PUB LIBR	Y38	MT	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
MISSOURI STATE UNIV	MOU	MO	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
MISSOURI UNIV OF SCI & TECH	UMR	MO	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MOLLOY COL, TOBIN LIBR	VYA	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MONMOUTH UNIV LIBR	MMT	NJ	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
MONTEREY CNTY FREE LIBRS	JRB	CA	Public	3	3	0	1	1	0	2	0	3:00:00	3:00:00	0:00:00
MONTGOMERY CNTY, NORRISTOWN PUB LIBR	MNL	PA	Public	4	4	0	1	1	0	3	0	1:00:00	1:00:00	0:00:00
MORGAN CNTY LIBR	MORGU	UT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MORRISSON-REEVES LIBR	INR	IN	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
MOUNTAIN HOME PUB LIBR	MTHPL	ID	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
MULTNOMAH CNTY LIBR	ORX	OR	Public	27	27	0	19	19	0	8	0	1:00:00	1:00:00	0:00:00
NASSAU LIBR SYST	NAB	NY	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
NAVAL POSTGRADUATE SCH	AD#	CA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NEBRASKA DEPT OF CORR SERV	WH5	NE	State or Municipal Governments	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
NEW CASTLE PUB LIBR	QNC	PA	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
NEW JERSEY ILL ACCESS CTR	NJQ	NJ	State Library	7	5	0	4	4	0	3	0	0:06:00	0:06:00	0:00:00
NEW JERSEY INST OF TECH	NJI	NJ	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
NEW MEXICO STATE LIBR	NMS	NM	State Library	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
NEW ORLEANS PUB LIBR	LNC	LA	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NEW YORK PUB LIBR	NYP	NY	Public	1	1	0	1	1	0	0	0	3:00:00	3:00:00	0:00:00
NEWPORT PUB LIBR	OXA	OR	Public	18	18	0	4	4	0	13	0	0:06:00	0:06:00	0:00:00
NICHOLAS P SIMS LIBR & LYCEUM	TXNPS	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NORFOLK PUB LIBR	TWE	VA	Public	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
NORTH CAROLINA STATE UNIV AT RALEIGH LI	NRC	NC	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NORTH DAKOTA STATE LIBR	NDS	ND	State Library	3	3	0	2	2	0	1	0	0:12:00	0:12:00	0:00:00
NORTH DAKOTA STATE UNIV LIBR	NWQ	ND	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NORTH OLYMPIC LIBR SYST	NOQ	WA	Public	21	21	0	9	9	0	12	0	0:18:43	0:18:43	0:00:00
NORTH PLAINS PUB LIBR	NOPPL	OR	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
NORTH SUBURBAN PUB LIBR DIST ROSCOE BR	I#X	IL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
NORTHERN KENTUCKY UNIV	KHN	KY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NORTHWEST UNIV	HNW	WA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NORTHWESTERN UNIV LIBR	INU	IL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
OC PUBLIC LIBRARIES	ORK	CA	Public	4	4	0	2	2	0	2	0	0:12:00	0:12:00	0:00:00
OCCIDENTAL COL LIBR	CCO	CA	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
OCEAN CNTY LIBR	OCJ	NJ	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
OFF-SYST REQUESTING	OFSYS	OH	Other	1	0	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
OHIO STATE UNIV, THE	OSU	OH	Academic	4	4	0	0	0	0	4	0	0:00:00	0:00:00	0:00:00
OHIO UNIV	OUN	OH	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
OKLAHOMA STATE UNIV	OKS	OK	Major Academic Research	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
OLATHE PUB LIBR	KOP	KS	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
OLYMPIC COL	Z84	WA	Junior, Community, Technical Colleges	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
ORCAS ISLAND LIBR DIST	Z66	WA	Public	14	14	0	9	9	0	5	0	1:00:00	1:00:00	0:00:00
OREGON HEALTH & SCI UNIV	OHS	OR	Academic	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
OREGON STATE UNIV CORVALLIS	ORE	OR	Academic	17	17	0	9	9	0	8	0	0:07:55	0:07:55	0:00:00
PACIFIC LUTHERAN UNIV	OPV	WA	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
PACIFIC NORTHWEST NAT LAB	OIQ	WA	Federal/Natl Government	3	3	0	1	0	1	2	0	0:00:00	0:00:00	0:00:00
PACIFIC UNIV	OPU	OR	Academic	2	2	0	1	1	0	1	0	1:00:00	1:00:00	0:00:00
PALM BEACH ATLANTIC UNIV LIBR	FBB	FL	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
PALM BEACH CNTY LIBR SYST	FWP	FL	Public	4	4	0	4	4	0	0	0	1:06:00	1:06:00	0:00:00
PALM SPRINGS PUB LIBR	CPG	CA	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PATRICK HENRY COL LIBR	P$H	VA	Junior, Community, Technical Colleges	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
PAUL SAWYIER PUB LIBR	KL8	KY	Public	2	2	0	1	1	0	1	0	1:00:00	1:00:00	0:00:00
PAYETTE PUB LIBR	P5Y	ID	Public	1	1	0	1	1	0	0	0	4:00:00	4:00:00	0:00:00
PEND OREILLE CNTY LIBR DIST	XRQ	WA	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
PENN STATE HERSHEY - H127	MHY	PA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PHOENIX PUB LIBR	PNX	AZ	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PIERCE CNTY LIBR SYST	RLS	WA	Public	179	179	1	60	60	0	116	0	1:04:19	1:04:19	0:00:00
PIKES PEAK COMMUN COL	COE	CO	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PIKES PEAK LIBR DIST	CQU	CO	Public	5	5	0	1	1	0	4	0	1:00:00	1:00:00	0:00:00
PIMA CNTY PUB LIBR	AZT	AZ	Public	6	6	0	1	1	0	5	0	0:00:00	0:00:00	0:00:00
PIONEER LIBR SYST	OKM	OK	Public	3	3	0	3	3	0	0	0	1:16:05	1:16:05	0:00:00
POINT LOMA NAZARENE UNIV LIBR	CPT	CA	Academic	3	3	0	1	1	0	2	0	1:00:00	1:00:00	0:00:00
PORT TOWNSEND PUB LIBR	AA3	WA	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
PORTAGE CNTY PUB LIBR	WJQ	WI	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
PORTLAND COMMUN COL LIBR	OQP	OR	Junior, Community, Technical Colleges	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PORTLAND PUB LIBR	PPN	ME	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
PORTLAND STATE UNIV LIBR	ORZ	OR	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
PRATT INST LIBRS	VZQ	NY	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
PRESBYTERIAN COL LIBR	SBT	SC	Academic	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PRESCOTT PUB LIBR	ZPT	AZ	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
PRESIDENT MILLARD FILLMORE LIBR	FILLM	UT	Association/Foundation	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
PRINCE GEORGES CNTY MEM LIBR SYST	MDK	MD	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PROVIDENCE COL, PHILLIPS MEM LIBR	PRC	RI	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
PUEBLO CITY CNTY LIBR DIST	CQA	CO	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
QUEENS BOROUGH PUB LIBR	ZQP	NY	Public	2	2	0	2	2	0	0	0	0:00:00	0:00:00	0:00:00
QUEENS UNIV LIBR	Q2U	ON	Academic	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
REED COL LIBR	ORC	OR	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
RHODE ISLAND OFF OF LIBR & INFO SERVS	RDS	RI	State Library	4	4	0	2	2	0	2	0	0:00:00	0:00:00	0:00:00
ROCKFORD PUB LIBR	JBO	IL	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
ROLLING HILLS CONSOLIDATED LIBR	MZ3	MO	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
ROSENBERG LIBR	RV8	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
ROYAL DANISH LIBR - COPENHAGEN CUL DKB	DKB	EU	State Library	3	3	0	2	2	0	1	0	0:00:00	0:00:00	0:00:00
RUSSELL CNTY PUB LIBR	KW5	KY	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
RUTGERS UNIV	NJR	NJ	Academic	4	4	0	1	1	0	3	0	3:00:00	3:00:00	0:00:00
RUTHERFORD CNTY LIBR SYST	TNLPL	TN	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
SAINT ANSELM COL	SAC	NH	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SAINT CHARLES CITY-CNTY LIBR DIST	ZAC	MO	Public	3	3	0	2	2	0	1	0	0:00:00	0:00:00	0:00:00
SAINT CHARLES PUB LIBR DIST	PX0	IL	Public	3	3	0	2	2	0	1	0	0:00:00	0:00:00	0:00:00
SAINT FRANCIS UNIV LIBR	PSF	PA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAINT JOHNS RIVER STATE COLL LRNG RES C	WL7	FL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAINT JOSEPH CNTY PUB LIBR	ISO	IN	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SAINT JOSEPH PUB LIBR	MQP	MO	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SAINT LOUIS CNTY LIBR	ZAE	MO	Public	3	3	0	1	1	0	2	0	4:00:00	4:00:00	0:00:00
SAINT LOUIS PUB LIBR	SVP	MO	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAINT LOUIS UNIV, PIUS XII LIBR	XII	MO	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAINT MARTIN'S UNIV	WSL	WA	Academic	18	18	0	3	3	0	15	0	0:16:05	0:16:05	0:00:00
SAINT MARY'S COL LIBR	GH0	CA	Academic	2	2	0	2	2	0	0	0	0:00:00	0:00:00	0:00:00
SAINT MEINRAD ARCHABBEY & SCH OF THEOL	ISS	IN	Theological	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAINT TAMMANY PARISH LIBR	LTP	LA	Public	5	5	0	1	1	0	4	0	1:00:00	1:00:00	0:00:00
SALEM PUB LIBR	OSE	OR	Public	4	4	0	3	3	0	0	0	2:00:00	2:00:00	0:00:00
SALEM STATE UNIV	SST	MA	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
SALIDA REG LIBR	BV#	CO	Public	2	2	0	2	2	0	0	0	0:12:00	0:12:00	0:00:00
SALISH KOOTENAI COL LIBR	Y54	MT	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SALT LAKE CITY PUB LIBR	UUP	UT	Public	4	4	0	2	2	0	2	0	1:12:00	1:12:00	0:00:00
SALT LAKE CNTY LIBR SVC	UUC	UT	Public	8	8	0	2	2	0	6	0	0:12:00	0:12:00	0:00:00
SAMFORD UNIV LIBR	ABF	AL	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SAN ANTONIO PUB LIBR	SAP	TX	Public	3	0	0	2	2	0	1	0	0:12:00	0:12:00	0:00:00
SAN DIEGO PUB LIBR	JTB	CA	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SAN FRANCISCO PUB LIBR	SFR	CA	Public	4	4	0	2	2	0	2	0	2:00:00	2:00:00	0:00:00
SAN JOSE STATE UNIV	CSJ	CA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SAN JUAN CNTY LIBR	MONTI	UT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAN JUAN ISLAND LIBR DIST	SJI	WA	Public	12	12	0	6	6	0	6	0	1:16:05	1:16:05	0:00:00
SANPETE CNTY BOOKMOBILE LIBR	UTSNP	UT	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SANTA CLARA CNTY LIBR DIST	JRY	CA	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SANTA CRUZ PUB LIBRS	JTA	CA	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
SARATOGA BRCH LIBR	WYSBL	WY	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SCHAUMBURG TOWNSHIP DIST LIBR	GO9	IL	Public	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
SCHERTZ PUB LIBR	TXSCH	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SCOTTSDALE PUB LIBR	AZD	AZ	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SEASIDE PUB LIBR	XV9	OR	Public	11	11	0	4	4	0	8	0	1:06:00	1:06:00	0:00:00
SEATTLE PACIFIC UNIV LIBR	OXF	WA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SEATTLE PUB LIBR	UOK	WA	Public	26	26	0	7	7	0	18	0	0:13:41	0:13:41	0:00:00
SEATTLE UNIV	WSE	WA	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SEDONA PUB LIBR	FY3	AZ	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SEO LIBR CTR	SRB	OH	Other	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SETON HALL UNIV	STH	NJ	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SHERIDAN CNTY FULMER PUB LIBR	W5F	WY	Public	4	4	0	2	2	0	2	0	0:00:00	0:00:00	0:00:00
SHERWOOD PUB LIBR	OXE	OR	Public	8	8	0	7	7	0	1	0	0:20:38	0:20:38	0:00:00
SHOREWOOD TROY PUB LIBR DIST	TE7	IL	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SIERRA VISTA PUB LIBR	SVZ	AZ	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
SIOUXLAND LIBR	SDD	SD	Public	5	5	0	2	2	0	3	0	0:12:00	0:12:00	0:00:00
SIUSLAW PUB LIBR DIST	SIUSL	OR	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SMITH COL	SNN	MA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SNO-ISLE LIBRS	OEM	WA	Public	33	33	0	15	15	0	18	0	0:09:36	0:09:36	0:00:00
SOMERSET CNTY LIBR	SOM	NJ	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SOUTH DAKOTA STATE UNIV	SDB	SD	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SOUTHEAST MISSOURI STATE UNIV	SEM	MO	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SOUTHEASTERN OKLAHOMA STATE UNIV LIBR	SEO	OK	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SOUTHEASTERN PUB LIBR SYS OF OKLAHOMA	OKI	OK	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SOUTHWEST PUB LIBR	OGC	OH	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SPARTANBURG CNTY PUB LIBR	SPL	SC	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SPOKANE CNTY LIBR DIST	WSN	WA	Public	32	32	0	16	16	0	19	0	1:00:00	1:00:00	0:00:00
SPOKANE PUB LIBR	UAG	WA	Public	45	45	0	24	24	0	22	0	1:11:02	1:11:02	0:00:00
SPRINGFIELD CITY LIBR	WRS	MA	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SPRINGFIELD GREENE CNTY LIBR	MOS	MO	Public	7	7	0	1	1	0	6	0	0:00:00	0:00:00	0:00:00
STANFORD UNIV INTERLIBRARY SERVS	ST2	CA	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
STATE LIBR OF LOUISIANA ISO ILL	AGLSL	LA	State or Municipal Governments	40	15	0	19	19	0	21	0	0:06:14	0:06:14	0:00:00
STEWART C MEYER PUB LIBR	HKHPL	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
STILLWATER PUB LIBR	STW	OK	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
STONEHILL COL	STO	MA	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SUFFOLK COOP LIBR SYST	SDE	NY	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SUMMIT CNTY LIBR SYST, KAMAS BRANCH	UTSUM	UT	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
SUNY AT BINGHAMTON	BNG	NY	Academic	2	2	0	1	1	0	2	0	3:00:00	3:00:00	0:00:00
SUNY AT BUFFALO	BUF	NY	Major Academic Research	4	4	0	0	0	0	4	0	0:00:00	0:00:00	0:00:00
SUNY COL AT FREDONIA	XFM	NY	Academic	2	2	0	2	2	0	0	0	1:00:00	1:00:00	0:00:00
SWEETWATER CNTY LIBR	SWP	WY	Public	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
SYRACUSE UNIV	SYB	NY	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
TACOMA PUB LIBR	TAW	WA	Public	5	5	0	3	3	0	2	0	0:00:00	0:00:00	0:00:00
TALKEETNA PUB LIBR	X@7	AK	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TAMPA-HILLSBOROUGH CNTY PUB LIBR	TNH	FL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
TETON CNTY LIBR	W8T	WY	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
TEXAS A&M UNIV	TXA	TX	Academic	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
TEXAS TECH UNIV	ILU	TX	Academic	14	14	0	2	2	0	12	0	1:00:00	1:00:00	0:00:00
THE CLAREMONT COLLEGES	HDC	CA	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
THE LIBRS OF STEVENS CNTY	LZS	WA	Public	4	4	0	1	1	0	3	0	4:00:00	4:00:00	0:00:00
THE ROCKEFELLER UNIV	WJ7	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
THOMAS BRANIGAN MEM PUB LIBR	TBL	NM	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
THOMAS JEFFERSON UNIV E FALL CAM	PCT	PA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TIGARD PUB LIBR	OQW	OR	Public	5	5	0	2	2	0	3	0	0:00:00	0:00:00	0:00:00
TILLAMOOK CNTY LIBR	TCO	OR	Public	5	5	0	3	3	0	2	0	2:07:55	2:07:55	0:00:00
TIMBERLAND REG LIBR	UOJ	WA	Public	75	75	0	35	35	0	41	0	0:21:50	0:21:50	0:00:00
TIPP CITY PUB LIBR	OHTCP	OH	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
TOM GREEN CNTY LIBR SYST	QT5	TX	Public	3	0	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
